Date,Positive,Neutral,Negative
2018-06-30,162,17,0
2018-07-01,238,39,0
2018-07-02,671,394,201
2018-07-03,120,0,92
2018-07-04,218,79,0
2018-07-05,97,642,0
2018-07-06,172,191,0
2018-07-07,28,2,95
2018-07-08,7,0,0
2018-07-09,233,403,93
2018-07-10,116,213,0
2018-07-11,0,264,0
2018-07-12,214,341,0
2018-07-13,0,257,0
2018-07-15,221,575,0
2018-07-16,623,843,121
2018-07-17,356,610,146
2018-07-18,177,734,0
2018-07-19,112,112,43
2018-07-20,108,35,0
2018-07-23,50,241,149
2018-07-24,517,369,42
2018-07-25,160,241,4
2018-07-26,271,228,104
2018-07-27,132,655,24
2018-07-28,137,40,0
2018-07-29,338,19,40
2018-07-30,97,19,20
2018-07-31,11,340,21
2018-08-01,174,71,31
2018-08-02,0,295,0
2018-08-03,80,991,2
2018-08-04,119,7,48
2018-08-05,7,182,0
2018-08-06,403,553,119
2018-08-07,102,394,33
2018-08-08,87,0,5
2018-08-09,152,0,69
2018-08-10,66,0,26
2018-08-11,90,23,11
2018-08-12,2,234,2046
2018-08-13,89,77,191
2018-08-14,549,50,301
2018-08-15,358,285,15
2018-08-16,32,282,0
2018-08-17,162,103,23
2018-08-18,150,0,53
2018-08-20,414,252,353
2018-08-21,36,169,115
2018-08-22,31,323,23
2018-08-23,737,210,348
2018-08-24,0,0,39
2018-08-25,0,234,129
2018-08-26,0,3,0
2018-08-27,117,216,60
2018-08-28,181,115,58
2018-08-29,55,167,0
2018-08-30,775,2,0
2018-08-31,6,121,0
2018-09-01,40,38,96
2018-09-02,565,34,62
2018-09-03,54,108,42
2018-09-04,79,189,103
2018-09-05,225,257,188
2018-09-06,132,114,122
2018-09-07,1,90,103
2018-09-08,0,70,0
2018-09-10,0,574,41
2018-09-11,169,776,127
2018-09-12,592,144,412
2018-09-13,441,64,249
2018-09-14,94,22,89
2018-09-16,0,11,0
2018-09-17,0,129,0
2018-09-18,98,97,0
2018-09-19,155,71,67
2018-09-20,373,85,0
2018-09-21,25,123,78
2018-09-22,175,0,0
2018-09-24,23,109,8
2018-09-25,42,189,0
2018-09-26,160,10,0
2018-09-27,141,121,138
2018-09-28,252,148,0
2018-10-01,98,57,0
2018-10-02,45,0,27
2018-10-03,42,44,19
2018-10-04,1940,111,0
2018-10-05,454,222,96
2018-10-06,0,0,71
2018-10-07,0,42,13
2018-10-08,157,0,197
2018-10-09,123,176,0
2018-10-10,252,216,0
2018-10-11,913,153,128
2018-10-12,414,160,15
2018-10-13,29,138,0
2018-10-15,1067,418,0
2018-10-16,284,160,47
2018-10-17,119,20,0
2018-10-18,285,688,0
2018-10-19,360,5,39
2018-10-20,0,43,46
2018-10-21,122,0,0
2018-10-22,38,255,0
2018-10-23,1,163,203
2018-10-24,61,17,85
2018-10-25,1117,73,16
2018-10-26,0,70,29
2018-10-27,5,0,0
2018-10-28,0,104,0
2018-10-29,160,0,64
2018-10-30,500,98,116
2018-10-31,224,195,63
2018-11-01,295,121,178
2018-11-02,0,108,0
2018-11-03,1,2,0
2018-11-04,0,85,0
2018-11-05,39,137,2
2018-11-06,388,49,95
2018-11-08,84,117,0
2018-11-09,54,0,14
2018-11-13,50,132,0
2018-11-14,0,399,0
2018-11-15,100,71,0
2018-11-16,20,183,0
2018-11-17,7,168,358
2018-11-19,346,436,25
2018-11-20,703,309,0
2018-11-21,5,204,87
2018-11-22,0,61,0
2018-11-23,135,202,72
2018-11-24,158,4,74
2018-11-25,48,211,1278
2018-11-26,167,165,1
2018-11-27,747,820,1075
2018-11-28,23,789,134
2018-11-29,43,12,69
2018-11-30,0,304,71
2018-12-01,212,0,0
2018-12-03,125,0,167
2018-12-04,10,379,0
2018-12-05,0,125,0
2018-12-06,81,70,102
2018-12-07,294,69,112
2018-12-10,0,0,22
2018-12-11,521,582,0
2018-12-12,31,313,0
2018-12-13,248,192,364
2018-12-14,192,114,0
2018-12-15,65,0,1
2018-12-16,19,0,0
2018-12-17,480,122,19
2018-12-18,196,386,0
2018-12-19,96,876,90
2018-12-20,274,174,41
2018-12-21,18,498,0
2018-12-24,5,76,0
2018-12-25,23,0,1
2018-12-26,0,0,2
2018-12-27,14,0,0
2018-12-28,3,0,99
2018-12-29,1,0,1
2018-12-31,4,0,0
2019-01-01,1,0,0
2019-01-02,445,2090,30
2019-01-03,4,55,431
2019-01-04,3,1,4
2019-01-06,40,1,0
2019-01-07,823,299,0
2019-01-08,80,54,0
2019-01-09,31,398,1
2019-01-10,103,170,0
2019-01-11,0,0,24
2019-01-13,1,0,0
2019-01-14,56,51,0
2019-01-15,43,0,0
2019-01-16,1,0,148
2019-01-17,378,0,0
2019-01-18,0,0,30
2019-01-20,92,0,0
2019-01-21,2,0,38
2019-01-22,2,122,0
2019-01-23,97,1,2
2019-01-24,5,4,1
2019-01-25,111,35,0
2019-01-26,1,0,1
2019-01-27,0,1,0
2019-01-28,7,17,48
2019-01-29,470,101,16
2019-01-30,403,58,1
2019-01-31,53,109,3
2019-02-01,2,57,1
2019-02-02,2,0,0
2019-02-03,2,0,0
2019-02-04,0,224,1
2019-02-05,506,116,0
2019-02-06,16,0,0
2019-02-07,3347,19,0
2019-02-08,0,25,0
2019-02-10,0,3,0
2019-02-11,68,256,53
2019-02-12,113,68,0
2019-02-13,138,147,0
2019-02-14,310,130,0
2019-02-15,86,0,0
2019-02-19,289,103,0
2019-02-20,300,41,58
2019-02-21,194,48,0
2019-02-22,57,16,0
2019-02-23,10,1,0
2019-02-25,247,0,0
2019-02-26,53,65,0
2019-02-27,104,0,0
2019-03-01,8,37,65
2019-03-02,201,19,22
2019-03-03,0,53,0
2019-03-04,1,1,62
2019-03-05,13,31,1
2019-03-06,1,910,1
2019-03-07,6,30,0
2019-03-08,2,9,5
2019-03-09,2,0,0
2019-03-10,86,0,0
2019-03-11,48,65,0
2019-03-12,0,159,1
2019-03-13,14,0,0
2019-03-14,194,0,0
2019-03-15,99,5,263
2019-03-16,0,0,1
2019-03-17,3,1,0
2019-03-18,62,0,0
2019-03-19,142,26,25
2019-03-20,68,57,0
2019-03-21,0,2,47
2019-03-22,101,0,0
2019-03-23,6,176,0
2019-03-24,0,0,471
2019-03-25,0,0,28
2019-03-26,0,46,0
2019-03-27,4,52,0
2019-03-28,57,0,0
2019-03-29,0,69,65
2019-04-01,0,218,0
2019-04-02,569,237,109
2019-04-03,139,0,228
2019-04-04,12,51,0
2019-04-05,1,98,0
2019-04-08,8,35,0
2019-04-09,156,213,0
2019-04-10,44,49,0
2019-04-11,50,0,0
2019-04-12,5,132,2
2019-04-13,0,1,3
2019-04-14,5,0,1
2019-04-15,8,29,3
2019-04-16,178,0,4
2019-04-17,99,27,141
2019-04-18,561,57,44
2019-04-19,301,2,2
2019-04-20,0,24,2
2019-04-21,6,2,0
2019-04-22,2,0,0
2019-04-23,0,2,2
2019-04-24,55,537,0
2019-04-25,176,17,0
2019-04-26,2,68,3
2019-04-27,4,3,0
2019-04-28,0,99,0
2019-04-29,88,0,0
2019-04-30,106,0,0
2019-05-01,88,0,0
2019-05-02,473,14,1
2019-05-03,62,170,0
2019-05-04,3,0,3
2019-05-05,23,0,264
2019-05-06,696,0,165
2019-05-07,231,17,2
2019-05-08,281,266,137
2019-05-09,363,77,47
2019-05-10,52,183,39
2019-05-11,1,1,2
2019-05-12,1,4,5
2019-05-13,312,58,294
2019-05-14,143,273,26
2019-05-15,235,68,0
2019-05-16,31,206,1
2019-05-17,103,46,0
2019-05-18,7,11,0
2019-05-19,1,0,2
2019-05-20,16,347,0
2019-05-21,85,103,83
2019-05-22,87,138,43
2019-05-23,222,2,0
2019-05-24,250,0,0
2019-05-26,1,0,0
2019-05-27,271,0,1
2019-05-28,4,0,159
2019-05-29,62,51,51
2019-05-30,84,20,1
2019-05-31,16,55,348
2019-06-01,0,5,0
2019-06-02,16,0,84
2019-06-03,43,699,1
2019-06-04,43,0,171
2019-06-05,59,0,3
2019-06-06,15,0,141
2019-06-07,4,201,13
2019-06-08,0,69,0
2019-06-10,34,1,0
2019-06-11,0,75,0
2019-06-12,8,0,0
2019-06-13,165,38,0
2019-06-14,70,60,0
2019-06-15,2,3,1
2019-06-17,7,688,0
2019-06-18,604,157,5
2019-06-19,106,271,1
2019-06-20,139,87,2
2019-06-21,0,161,0
2019-06-22,1,1,0
2019-06-23,1,0,0
2019-06-24,248,76,30
2019-06-25,128,49,0
2019-06-26,310,293,0
2019-06-27,397,37,0
2019-06-28,44,169,42
2019-07-01,50,126,1
2019-07-02,220,15,58
2019-07-03,48,92,0
2019-07-04,2,0,0
2019-07-05,0,22,0
2019-07-06,3,0,0
2019-07-07,0,1,0
2019-07-08,350,8,0
2019-07-09,2,0,1
2019-07-10,116,159,0
2019-07-11,28,106,3
2019-07-12,51,109,183
2019-07-13,63,3,2
2019-07-15,727,105,222
2019-07-16,432,347,51
2019-07-17,800,620,94
2019-07-18,53,50,15
2019-07-19,112,2,0
2019-07-20,5,1,0
2019-07-21,23,1,0
2019-07-22,34,0,0
2019-07-23,35,52,0
2019-07-24,234,1,0
2019-07-25,2,1,89
2019-07-26,84,0,0
2019-07-29,33,3,56
2019-07-30,45,1,0
2019-07-31,10,0,0
2019-08-01,108,0,0
2019-08-02,11,2,16
2019-08-03,1,0,0
2019-08-05,10,0,0
2019-08-06,16,6,0
2019-08-07,78,4,270
2019-08-08,687,4,0
2019-08-09,54,11,0
2019-08-10,6,0,0
2019-08-12,265,0,0
2019-08-13,130,83,0
2019-08-14,44,64,0
2019-08-15,66,37,0
2019-08-16,0,137,0
2019-08-19,112,47,0
2019-08-20,59,1,1
2019-08-21,80,0,0
2019-08-22,163,50,0
2019-08-23,0,8,11
2019-08-26,298,1,0
2019-08-27,151,167,76
2019-08-28,52,60,43
2019-08-29,89,1,53
2019-08-30,241,15,0
2019-08-31,1,0,1
2019-09-01,1,0,1
2019-09-02,11,3,2
2019-09-03,195,146,0
2019-09-04,4581,85,35
2019-09-05,108,30,22
2019-09-06,60,259,1
2019-09-07,2,1,0
2019-09-08,1,72,3
2019-09-09,7,0,0
2019-09-10,82,1,0
2019-09-11,115,36,2
2019-09-12,79,74,47
2019-09-13,67,15,2
2019-09-14,4,0,1
2019-09-15,2,97,1
2019-09-16,17,7,4
2019-09-17,72,0,0
2019-09-18,11,1,80
2019-09-19,65,168,1
2019-09-20,20,40,0
2019-09-21,1,1,1
2019-09-22,48,1,0
2019-09-23,92,188,0
2019-09-24,183,38,30
2019-09-25,82,0,25
2019-09-26,208,63,1
2019-09-27,606,56,64
2019-09-28,100,0,0
2019-09-30,6,0,0
2019-10-01,51,70,106
2019-10-02,109,239,1
2019-10-03,147,74,0
2019-10-04,1,0,0
2019-10-05,21,25,0
2019-10-06,30,0,0
2019-10-07,81,38,0
2019-10-08,2,53,0
2019-10-09,0,112,0
2019-10-10,0,62,0
2019-10-11,66,79,31
2019-10-12,8,7,1
2019-10-13,0,1,1
2019-10-14,124,15,0
2019-10-15,165,3,0
2019-10-16,117,410,0
2019-10-17,35,0,0
2019-10-18,0,72,0
2019-10-20,0,237,0
2019-10-21,18,0,0
2019-10-22,119,81,0
2019-10-23,352,267,33
2019-10-24,136,87,99
2019-10-25,170,64,0
2019-10-26,5,2,0
2019-10-27,34,783,1
2019-10-28,244,120,48
2019-10-29,91,201,27
2019-10-30,0,83,0
2019-10-31,60,54,0
2019-11-01,0,18,1
2019-11-02,0,5,0
2019-11-04,44,57,214
2019-11-05,99,36,0
2019-11-06,130,144,0
2019-11-07,42,50,67
2019-11-08,100,0,0
2019-11-09,0,53,0
2019-11-11,14,104,0
2019-11-12,140,51,0
2019-11-13,424,51,32
2019-11-14,70,68,0
2019-11-15,23,1,15
2019-11-16,1,0,0
2019-11-17,3,0,1
2019-11-18,2,1,86
2019-11-19,36,33,0
2019-11-20,127,123,0
2019-11-21,69,1,64
2019-11-22,157,0,139
2019-11-23,2,1,0
2019-11-24,2,29,2
2019-11-25,93,80,59
2019-11-26,0,1,43
2019-11-27,40,47,1
2019-11-28,1,18,32
2019-11-29,0,53,1
2019-11-30,5,5,3
2019-12-01,0,8,374
2019-12-02,155,39,6
2019-12-03,52,4,2
2019-12-04,260,11,19
2019-12-05,18,5,27
2019-12-06,108,2,0
2019-12-07,61,0,2
2019-12-08,3,1,222
2019-12-09,36,41,4
2019-12-10,1262,78,0
2019-12-11,808,7,4
2019-12-12,33,45,1
2019-12-13,18,1,1
2019-12-14,8,6,5
2019-12-15,2,2,0
2019-12-16,77,1654,84
2019-12-17,2,44,0
2019-12-18,254,0,1
2019-12-19,1,21,0
2019-12-20,0,33,0
2019-12-22,0,3,1
2019-12-23,1,33,0
2019-12-24,2,3,1
2019-12-25,69,1,1
2019-12-26,38,7,1
2019-12-27,106,0,3
2019-12-28,2,0,1
2019-12-29,0,1,0
2019-12-30,3,130,0
2019-12-31,127,0,0
2020-01-01,0,0,1
2020-01-02,98,0,0
2020-01-03,311,76,2
2020-01-04,16,0,1
2020-01-05,3,0,0
2020-01-06,0,1,0
2020-01-07,152,0,0
2020-01-08,144,1,0
2020-01-09,107,1,1
2020-01-11,1,0,5
2020-01-12,2,1,2
2020-01-13,0,87,15
2020-01-14,156,233,4
2020-01-15,8,421,0
2020-01-16,137,277,1
2020-01-17,20,53,0
2020-01-18,1,9,2
2020-01-19,15,61,0
2020-01-20,62,96,0
2020-01-21,36,354,0
2020-01-22,61,7,0
2020-01-23,11,1,6
2020-01-24,0,1,0
2020-01-27,94,679,0
2020-01-28,131,56,0
2020-01-29,0,88,94
2020-01-30,0,64,0
2020-01-31,157,47,9
2020-02-01,3,1,3
2020-02-02,2,37,0
2020-02-03,27,1,28
2020-02-04,43,39,1
2020-02-05,0,30,0
2020-02-06,34,242,128
2020-02-07,2,35,2
2020-02-08,0,104,1
2020-02-09,227,133,1
2020-02-10,2,39,0
2020-02-11,6,3,0
2020-02-12,266,84,1
2020-02-13,27,50,58
2020-02-14,54,0,0
2020-02-15,8,0,22
2020-02-16,14,65,0
2020-02-17,6,0,0
2020-02-18,1,11,0
2020-02-19,1,97,0
2020-02-20,0,49,58
2020-02-21,140,91,9
2020-02-22,64,1,1
2020-02-23,0,6,0
2020-02-24,16,15,0
2020-02-25,0,103,0
2020-02-26,738,2,235
2020-02-27,74,126,0
2020-02-28,32,1,0
2020-02-29,1,49,0
2020-03-01,200,73,11
2020-03-02,12,91,84
2020-03-03,52,0,0
2020-03-04,572,8,0
2020-03-05,926,11,4
2020-03-06,0,1,15
2020-03-08,9,2,0
2020-03-09,309,40,48
2020-03-10,75,17,20
2020-03-11,30,16,3
2020-03-12,275,72,227
2020-03-13,40,34,1
2020-03-14,5,4,2
2020-03-15,21,0,0
2020-03-16,182,1,0
2020-03-17,42,0,0
2020-03-18,367,21,33
2020-03-19,4640,57,0
2020-03-20,63,1,0
2020-03-21,35,1,0
2020-03-22,1,1,6
2020-03-23,40,31,0
2020-03-24,0,154,0
2020-03-25,896,38,0
2020-03-26,138,123,108
2020-03-27,84,14,0
2020-03-28,0,89,1
2020-03-29,2,14,1
2020-03-30,10,430,104
2020-03-31,49,34,30
2020-04-01,35,39,0
2020-04-02,100,2,38
2020-04-03,38,9,47
2020-04-04,2,1,0
2020-04-05,122,0,1
2020-04-06,45,47,0
2020-04-07,77,4,0
2020-04-08,0,19,30
2020-04-09,405,188,0
2020-04-10,1,0,43
2020-04-11,14,1,1
2020-04-12,4,2,0
2020-04-13,6,511,159
2020-04-14,440,55,0
2020-04-15,155,97,0
2020-04-16,1370,1,0
2020-04-17,45,1,0
2020-04-18,165,0,1
2020-04-20,101,252,46
2020-04-21,0,204,0
2020-04-22,171,71,85
2020-04-23,221,68,0
2020-04-24,86,1,7
2020-04-25,8,2,1
2020-04-26,0,2,0
2020-04-27,308,363,2
2020-04-28,75,97,1307
2020-04-29,166,40,49
2020-04-30,105,190,279
2020-05-01,0,23,0
2020-05-02,0,1,2
2020-05-03,0,133,0
2020-05-04,463,1,0
2020-05-05,1,42,0
2020-05-06,68,1,52
2020-05-07,0,24,77
2020-05-08,81,1,1
2020-05-09,1,2,1
2020-05-10,0,1,3
2020-05-11,193,296,28
2020-05-12,65,26,0
2020-05-13,50,108,99
2020-05-14,124,2,26
2020-05-15,149,126,84
2020-05-16,4,3,3
2020-05-17,19,77,0
2020-05-19,76,0,0
2020-05-20,139,0,0
2020-05-21,256,77,2
2020-05-22,401,497,0
2020-05-23,58,2,0
2020-05-24,1,1,0
2020-05-25,208,36,1
2020-05-26,454,2,0
2020-05-27,168,59,0
2020-05-28,107,289,0
2020-05-29,328,0,1
2020-05-30,219,0,0
2020-06-01,1141,56,0
2020-06-02,139,206,1
2020-06-03,242,45,0
2020-06-04,311,223,0
2020-06-05,1,49,0
2020-06-08,0,31,21
2020-06-09,218,124,0
2020-06-10,109,103,0
2020-06-11,224,119,0
2020-06-12,187,226,0
2020-06-13,0,1,0
2020-06-15,270,465,138
2020-06-16,1043,0,0
2020-06-17,30,72,0
2020-06-18,164,339,215
2020-06-19,25,190,0
2020-06-20,0,79,0
2020-06-23,457,36,0
2020-06-24,0,140,0
2020-06-25,2909,128,809
2020-06-26,348,36,60
2020-06-27,122,25,0
2020-06-28,37,9,0
2020-06-29,720,32,548
2020-06-30,308,892,575
2020-07-01,900,481,30
2020-07-02,1131,354,64
2020-07-03,1586,525,66
2020-07-04,164,618,1
2020-07-05,4,306,20
2020-07-06,228,375,36
2020-07-07,394,93,88
2020-07-08,3965,56,4
2020-07-09,584,182,16
2020-07-10,306,108,356
2020-07-11,706,14,36
2020-07-12,1,0,1
2020-07-13,293,83,0
2020-07-14,1497,438,1
2020-07-15,1607,597,821
2020-07-16,578,1481,14006
2020-07-17,784,443,5
2020-07-18,1986,478,0
2020-07-19,8,1,1
2020-07-20,29,12,388
2020-07-21,541,53,0
2020-07-22,749,322,394
2020-07-23,111,357,18
2020-07-24,181,399,2
2020-07-25,136,143,76
2020-07-26,167,4,0
2020-07-27,73,713,505
2020-07-28,30,25,0
2020-07-29,894,36,1362
2020-07-30,725,708,29
2020-07-31,205,146,83
2020-08-01,204,979,1627
2020-08-02,24,75,0
2020-08-03,240,23,353
2020-08-04,929,1216,161
2020-08-05,440,209,738
2020-08-06,1106,134,0
2020-08-07,209,1,0
2020-08-08,39,7,255
2020-08-09,143,228,1
2020-08-10,913,737,0
2020-08-11,2759,451,61
2020-08-12,238,477,0
2020-08-13,589,3288,0
2020-08-14,997,152,2
2020-08-15,454,19,101
2020-08-16,0,1,0
2020-08-17,1143,6,376
2020-08-18,87,229,1131
2020-08-19,603,253,1
2020-08-20,326,27,65
2020-08-21,402,124,0
2020-08-22,0,275,0
2020-08-23,37,3,0
2020-08-24,678,200,0
2020-08-25,548,2,0
2020-08-26,602,39,242
2020-08-27,6,1373,82
2020-08-28,229,372,17
2020-08-29,26,233,0
2020-08-30,220,1109,2
2020-08-31,417,801,2
2020-09-01,1297,47,63
2020-09-02,200,427,0
2020-09-03,91,86,72
2020-09-04,193,803,0
2020-09-05,975,11,3
2020-09-06,206,3950,1002
2020-09-07,720,232,1
2020-09-08,229,767,629
2020-09-09,125,1568,1009
2020-09-10,1060,308,68
2020-09-11,183,828,25
2020-09-12,402,1243,0
2020-09-13,121,223,44
2020-09-14,231,90,3
2020-09-15,562,3095,0
2020-09-16,1033,54,4
2020-09-17,909,89,2262
2020-09-18,1839,745,3365
2020-09-19,515,45,1
2020-09-20,1112,10,6
2020-09-21,1072,194,53
2020-09-22,667,545,1222
2020-09-23,3417,34497,646
2020-09-24,1219,4174,59
2020-09-25,10620,13669,302
2020-09-26,7282,143436,1312
2020-09-27,837,31,26
2020-09-28,2757,39,1233
2020-09-29,5485,5190,304
2020-09-30,704,241,717
2020-10-01,2490,1591,280
2020-10-02,3698,3859,266
2020-10-03,444,1127,676
2020-10-04,75162,11345,611
2020-10-05,3695,4191,450
2020-10-06,10039,2881,11448
2020-10-07,5173,2705,410
2020-10-08,18978,1960,260
2020-10-09,1522,2476,1165
2020-10-10,12888,1222,306
2020-10-11,4617,148,439
2020-10-12,2045,878,2066
2020-10-13,6303,29100,948
2020-10-14,25969,1898,39806
2020-10-15,1722,876,589
2020-10-16,5524,2446,253
2020-10-17,1693,2463,232
2020-10-18,456,191,156
2020-10-19,256,2587,802
2020-10-20,3182,829,3790
2020-10-21,12387,1932,3273
2020-10-22,5087,682,1605
2020-10-23,1217,1435,5
2020-10-24,1192,11635,722
2020-10-25,1284,346,1383
2020-10-26,505,944,752
2020-10-27,2719,1452,176
2020-10-28,11372,16243,392
2020-10-29,1918,18693,195
2020-10-30,640,670,564
2020-10-31,3600,475,502
2020-11-01,2522,1247,1922
2020-11-02,7770,792,496
2020-11-03,1865,721,7970
2020-11-04,1875,630,337
2020-11-05,768,7760,56
2020-11-06,45380,5397,480
2020-11-07,1085,11345,1
2020-11-08,964,4784,331
2020-11-09,2277,22338,6328
2020-11-10,8548,1413,7925
2020-11-11,3063,4152,437
2020-11-12,11175,4236,23
2020-11-13,6611,20424,142777
2020-11-14,10290,7262,957
2020-11-15,31572,16368,296
2020-11-16,2819,23345,558
2020-11-17,12193,17376,3585
2020-11-18,4068,9004,690
2020-11-19,2241,310,53
2020-11-20,4305,1063,354
2020-11-21,4115,14718,202
2020-11-22,5160,261,651
2020-11-23,1853,1793,742
2020-11-24,6773,4624,124
2020-11-25,3356,6052,90
2020-11-26,10646,1346,164
2020-11-27,773,438,1024
2020-11-28,1846,971,143
2020-11-29,592,455,407
2020-11-30,2509,1477,77
2020-12-01,1744,1344,377
2020-12-02,2695,7428,2242
2020-12-03,3232,6438,244
2020-12-04,2588,4904,2310
2020-12-05,1998,436,5
2020-12-06,4374,5897,17
2020-12-07,5600,21695,12
2020-12-08,1976,9891,13039
2020-12-09,21382,56886,12
2020-12-10,2880,22163,115
2020-12-11,1112,3380,790
2020-12-12,1910,1868,1074
2020-12-13,4143,623,25
2020-12-14,1198,109411,13
2020-12-15,877,1118,647
2020-12-16,5828,11800,264
2020-12-17,33939,4881,722
2020-12-18,118,1865,82
2020-12-19,10409,4036,501
2020-12-20,28569,93704,19567
2020-12-21,13508,292,4358
2020-12-22,1578,10816,3071
2020-12-23,3682,1488,343
2020-12-24,6185,10618,2200
2020-12-25,21833,1700,234
2020-12-26,520,1090,534
2020-12-27,13449,1169,774
2020-12-28,5396,3843,1168
2020-12-29,17188,26848,39922
2020-12-30,5710,19810,1205
2020-12-31,10331,10238,1475
2021-01-01,3179,2552,655
2021-01-02,19302,9447,496
2021-01-03,24373,7811,1223
2021-01-04,3617,8977,2368
2021-01-05,5055,1952,902
2021-01-06,5702,1806,659
2021-01-07,18406,136800,18999
2021-01-08,20795,22736,3630
2021-01-09,75921,25096,1501
2021-01-10,7836,3584,1282
2021-01-11,37906,2175,266
2021-01-12,7195,172715,1207
2021-01-13,14302,134224,7706
2021-01-14,15020,4143,1739
2021-01-15,16922,13591,1832
2021-01-16,6278,5305,946
2021-01-17,2680,2416,1962
2021-01-18,15532,5317,792
2021-01-19,5983,3374,922
2021-01-20,6768,29843,1901
2021-01-21,64454,8314,3109
2021-01-22,14958,3785,5939
2021-01-23,2939,624,4433
2021-01-24,8069,18887,2992
2021-01-25,8223,4196,1334
2021-01-26,23074,57002,823
2021-01-27,5427,9022,42727
2021-01-28,376890,309827,44397
2021-01-29,19694,252211,20756
2021-01-30,25666,16006,8915
2021-01-31,24080,45596,2104
2021-02-01,29738,28315,5743
2021-02-02,12025,31453,5679
2021-02-03,8134,4229,4053
2021-02-04,184934,443996,11798
2021-02-05,1851,14206,7747
2021-02-06,50354,131553,1848
2021-02-07,9961,242442,1987
2021-02-08,10405,149211,9646
2021-02-09,27679,25895,13623
2021-02-10,42862,105796,2408
2021-02-11,44641,52690,1940
2021-02-12,18259,16699,7813
2021-02-13,6186,41941,4577
2021-02-14,42869,3674,1283
2021-02-15,9254,100162,1279
2021-02-16,24824,21440,3934
2021-02-17,11165,23630,419
2021-02-18,7538,23009,4117
2021-02-19,22405,106487,4287
2021-02-20,22882,55577,949854
2021-02-21,6424,63162,9201
2021-02-22,9465,10788,4686
2021-02-23,11926,32244,7479
2021-02-24,13973,91259,7817
2021-02-25,29665,94793,18450
2021-02-26,5314,34583,2747
2021-02-27,3478,5011,1981
2021-02-28,5276,3575,1541
2021-03-01,79023,15433,19199
2021-03-02,7794,54966,4409
2021-03-03,18544,54708,5603
2021-03-04,21655,27253,660
2021-03-05,5284,38693,4701
2021-03-06,19154,44077,2981
2021-03-07,33844,3651,2239
2021-03-08,6729,18028,1661
